"997","262629826494-59","the3million"
"998","688089718929-60","Carnegie Europe"
"999","713664135215-40","Geneva Global Initiative"
"1000","018676935055-67","Mouvement des entreprises de taille intermédiaire"
"1001","01150446981-34","European Society of Cardiology"
"1002","041592911733-05","Centre on Regulation in Europe"
"1003","78855711571-12","European Foundation Centre"
"1004","950757315280-54","LyondellBasell Industries N.V."
"1005","584527815328-09","GRTgaz"
"1006","547225616323-13","Tesla Motors Netherlands B.V."
"1007","028145011837-13","Institut national de recherche pour l’agriculture, l’alimentation et l’environnement"
"1008","15491122381-71","Associazione fra le società italiane per azioni"
"1009","624745614829-92","BANCO DE SABADELL, S.A."
"1010","63505977233-67","European Capital Markets Institute"
"1011","539785135277-22","Association Nationale des Etudiants en Pharmacie de France"
"1012","722154030862-55","Mercator Institute for China Studies"
"1013","4885579968-84","Council of European Dentists"
"1014","204331434878-53","LifeTime Initiative"
"1015","927836230818-56","Institut Curie"
"1016","2663914841-28","Comité Européen des Entreprises Vins"
"1017","82950919755-02","The European Association of Hospital Pharmacists"
"1018","06818218065-85","International Biocontrol Manufacturers' Association"
"1019","5351830264-31","Bitkom e.V."
"1020","633389235190-84","GASTRADE SOCIETE ANONYME CONSTRUCTION AND TECHNICAL NATURAL GAS COMPANY"
"1021","932295729026-38","Global Sepsis Alliance"
"1022","579945334611-71","European Federation of Agencies and Regions for Energy and the Environment"
"1023","33498019160-40","Specialised Nutrition Europe"
"1024","35167875358-33","Nokia"
"1025","431789031930-74","Index Ventures (UK) LLP"
"1026","249876817241-03","Atos SE (France)"
"1027","225968629523-78","Energy Transitions Commission"
"1028","11458103335-07","European Geothermal Energy Council"
"1029","56188303384-93","British Chamber of Commerce in Belgium"
"1030","212877131768-20","Evangelical Lutheran Church of Finland, Church Council"
"1031","66690371529-15","Landwirtschaftskammer Österreich"
"1032","002977215945-85","Ryanair Holdings"
"1033","443913019286-78","Freshfields Bruckhaus Deringer LLP"
"1034","777244615994-94","Cobalt Institute"
"1035","326140126649-42","Consumer Choice Center"
"1036","384071617717-17","Nesta"
"1037","817188034137-93","Helmes"
"1038","75093131694-63","EUTurbines"
"1039","519256623442-26","Luossavaara - Kiirunavaara Aktiebolag"
"1040","064616126640-05","Air France-KLM"
"1041","962687110415-94","Metsäliitto Cooperative"
"1042","394491614001-72","Twitter International Unlimited Company"
"1043","389715028237-59","World Economic Forum"
"1044","49096067887-19","vbw - Vereinigung der Bayerischen Wirtschaft e. V."
"1045","077243120460-16","Orange Belgium"
"1046","32416571968-71","World Shipping Council"
"1047","9803788883-16","Association de l'Aviculture, de l'Industrie et du Commerce de Volailles dans les Pays de l'Union Europeenne asbl"
"1048","742417913824-11","Axel Springer SE"
"1049","20705158207-35","Finance Denmark"
"1050","7328496842-09","Finanssiala ry - Finance Finland"
"1051","53517281038-30","Swedish Bankers´ Association"
"1052","198947931231-25","Tachyum"
"1053","48872621093-60","European Coalition for Corporate Justice"
"1054","025345534786-76","NW Joules"
"1055","051099523729-83","EBG Federation"
"1056","255886420598-33","National Association of Software and Services Companies"
"1057","67833029261-54","NATURGY ENERGY GROUP"
"1058","176334311014-43","Wirtschaftsrat der CDU e.V."
"1059","2301233810-42","ROCKWOOL International A/S"
"1060","214140728444-40","Bloomberg L.P."
"1061","870921517430-50","FortyEight"
"1062","075111834727-39","ACQUIRENTEUNICO"
"1063","481820434723-38","LNG Allies"
"1064","05032108616-26","Shell Companies"
"1065","299273613885-27","Irish Congress Trade Unions"
"1066","77510791109-40","Trades Union Congress (UK)"
"1067","28175274067-75","European Forum of Farm Animal Breeders"
"1068","532331921544-33","Schibsted ASA"
"1069","28739192542-16","Dell Inc."
"1070","910718933141-09","ESET, spol. s r.o."
"1071","65512466920-96","European Federation of Associations of Health Product Manufacturers"
"1072","81610896372-23","The Brewers of Europe"
"1073","00086317186-42","Phamaceutical Group of the European Union"
"1074","804646318062-39","Internet Corporation for Assigned Names and Numbers"
"1075","4266797770-31","Siemens AG"
"1076","997484720855-72","Mitsubishi Power Europe GmbH"
"1077","533486133775-24","Faraday Grid Limited"
"1078","84839535366-67","Fédération Internationale de l'Automobile"
"1079","090350412968-04","BANCO BILBAO VIZCAYA ARGENTARIA"
"1080","90000691010-47","BNP Paribas Cardif"
"1081","640075618084-13","JA Europe"
"1082","943775614714-81","Ligue pour la Protection des Oiseaux/BirdLife France"
"1083","575371411483-96","Adobe Systems Benelux bv"
"1084","87600691525-93","European Confederation of Pharmaceutical Entrepreneurs"
"1085","539003333013-85","Center for Global Development in Europe"
"1086","206816021848-17","Ellen MacArthur Foundation"
"1087","643139016047-27","Migration Policy Institute Europe"
"1088","774148834355-01","PESQUERIAS ISLA MAYOR SL"
"1089","501652723968-72","Common representation of Substances of Human Origin’s (SoHO)"
"1090","076840428950-39","friedrich30 GmbH & Co. KG"
"1091","894642514444-82","Access VetMed"
"1092","10790718699-18","Solar Heat Europe/ESTIF"
"1093","6200524920-25","Unilever"
"1094","71028143474-84","The Bureau of European Design Associations"
"1095","061601915428-87","ITI - The Information Technology Industry Council"
"1096","248237434262-52","InoBat j.s.a."
"1097","11362308587-10","Euroseeds"
"1098","135790630472-10","Lääketeollisuus ry"
"1099","315700115871-41","Japan Center for International Finance"
"1100","196591220975-14","The Brattle Group Limited"
"1101","37924887335-21","AVSI Foundation"
"1102","45060553191-59","Norsk Hydro"
"1103","873000434114-69","PROMONTORY FINANCIAL GROUP"
"1104","022328713595-61","European Health Forum Gastein"
"1105","923710115785-95","Transatlantic Policy Network"
"1106","866815515160-79","The Institute of International and European Affairs, Brussels"
"1107","181109831731-79","Our Future, Our Choice!"
"1108","960231515423-37","EuroScience"
"1109","350952629688-14","Teach For All Network"
"1110","366117914426-10","Amazon Europe Core SARL"
"1111","91684615435-86","Friends of Sustainable Grids"
"1112","14946504665-75","PROFEL - European Association of Fruit and Vegetable Processors"
"1113","510924633908-01","Syndicat des entreprises de la transition énergétique et numérique"
"1114","747408333919-74","Fédération française des Intégrateurs Electriciens"
"1115","92442218459-37","AT&T, Inc."
"1116","396456625196-76","Austrian Institute of Technology GmbH"
"1117","042351634852-57","Phelix Research and Development"
"1118","53073567234-18","Vaccines Europe"
"1119","251259032370-30","BlackBerry Limited"
"1120","400207831496-21","Vinces Consulting"
"1121","00475641564-03","The Coca-Cola Company"
"1122","255859710443-50","Polish Electricity Association"
"1123","6774178922-55","ARD-Verbindungsbüro Brüssel"
"1124","08746491502-16","Tata Steel Nederland"
"1125","607998918721-96","Gaz Réseau Distribution France"
"1126","191029821862-52","Distrigaz Sud Retele"
"1127","205215521290-52","Galp Gás Natural Distribuição, S.A."
"1128","095318821630-24","Nedgia"
"1129","66790095679-26","International Rescue Committee Inc"
"1130","820300530953-18","Tony Blair Institute for Global Change"
"1131","605588926461-31","Albright Stonebridge Group LLC"
"1132","081108421565-16","Euraffex | European Affairs Expertise"
"1133","006834833782-64","Osservatorio TuttiMedia"
"1134","44968076843-33","BREIZ EUROPE"
"1135","937812815077-68","Terna spa"
"1136","363331923608-55","Egmont Institute"
"1137","3606882168-35","European Heart Network"
"1138","364624933844-92","Moje Evropa"
"1139","556946021951-27","Official Monetary and Financial Institutions Forum"
"1140","04902121531-04","European Federation of Public Service Unions"
"1141","841080615299-36","Ecole Polytechnique Fédérale de Lausanne"
"1142","93255296152-29","European Plastics Converters Association"
"1143","119161911333-40","Fondazione Eni Enrico Mattei"
"1144","1095068839-59","Ingka Services A.B."
"1145","98345631631-22","European Insulation Manufacturers Association"
"1146","348369030395-22","Orano"
"1147","35467643719-92","ESL & NETWORK EUROPEAN AFFAIRS SA"
"1148","546282614966-51","European Liaison Committee for Agriculture and agri-food trade"
"1149","598332211023-81","European Microfinance Network aisbl"
"1150","049703533659-70","Solera Holdings, Inc."
"1151","944198631623-17","6G Smart Networks and Services Industry Association"
"1152","21862631806-19","Royal Society for the Protection of Birds"
"1153","3959733732-78","Federation of Veterinarians of Europe"
"1154","02019258940-59","Umweltorganisation WWF Central and Eastern Erurope"
"1155","897525433654-13","Roubini Macro Associates LLC"
"1156","824008510430-67","BLOOM Association"
"1157","502701120250-73","Aix-Marseille Université"
"1158","313129333928-45","Syndicat National des moniteurs du ski francais"
"1159","77947983421-21","Nickel Institute"
"1160","57868523887-16","European Disability Forum"
"1161","611131527720-22","Allegro sp. z o.o."
"1162","142277315551-86","Etihad Airways"
"1163","18941013532-08","European Public Health Alliance"
"1164","055017716307-39","CaixaBank, S.A."
"1165","638153011554-79","Food Supplements Europe"
"1166","149855010621-40","European Blood Alliance"
"1167","977907115068-02","EUN Partnership aisbl"
"1168","05504675886-64","Climate Bonds Initiative"
"1169","999937013620-15","Cooperatie Kottervisserij Nederland (VisNed)"
"1170","846961512558-23","Argus Media Ltd"
"1171","221628828168-44","FUNDACIÓN PARA LA ECONOMÍA CIRCULAR"
"1172","204022211093-63","European Historic Houses"
"1173","416841712322-37","Hochschulrektorenkonferenz"
"1174","653874527017-79","Kepler Cheuvreux"
"1175","462272223719-65","European Chronic Disease Alliance"
"1176","100694033563-78","Papel Aralar SA"
"1177","111162132522-13","European Federation of Energy Law Associations"
"1178","73558824193-08","Elia Transmission Belgium"
"1179","621643724596-40","Rechtsanwalt Roland Koch"
"1180","75014529893-97","SOS Children's Villages International"
"1181","62379064909-15","Deutscher Sparkassen-und Giroverband"
"1182","928649113568-51","European Association of Remote Sensing Companies"
"1183","50674299591-83","International Chamber of Commerce"
"1184","078783114207-72","Eurodesk Brussels Link"
"1185","946877127073-51","Ecoembalajes España"
"1186","28818073021-14","Organising Bureau of European School Student Unions"
"1187","085887527492-62","Benelux Business Roundtable"
"1188","485337923983-69","European Competition Lawyers Forum"
"1189","414057515145-62","DNV"
"1190","02762144321-07","ADS Insight"
"1191","991195317279-06","Salesforce"
"1192","205170133342-09","Confederation of Laboratories for Artificial Intelligence Research in Europe AISBL"
"1193","1637225479-02","Freshfel Europe - the forum for the European fresh fruits and vegetables chain"
"1194","823693912705-83","League of European Research Universities"
"1195","31253607851-84","PANASONIC EUROPE BV"
"1196","63322037415-37","AnimalhealthEurope"
"1197","285007630220-75","OMI Polo Español S.A."
"1198","19153965510-75","EUROALLIAGES"
"1199","72279144480-58","Confederation of European Paper Industries"
"1200","757715333049-20","Fundación ECOLEC"
"1201","027365111884-27","FUNDACIÓN RENDEMENTO ECONÓMICO MÍNIMO SOSTIBLE E SOCIAL"
"1202","1978775156-31","International Federation of Industrial Energy Consumers"
"1203","8116814461-28","Bundesverband der Freien Berufe"
"1204","94256896677-14","PayPal PLC, Belgian Branch"
"1205","384084824013-75","Alecta Tjänstepension Ömsesidigt"
"1206","735762730933-66","Barcelona Supercomputing Center- Centro Nacional de Supercomputación"
"1207","992618013978-09","EuroTech Universities Alliance"
"1208","430008722431-29","LinkedIn Ireland"
"1209","26255464458-25","Brunswick Group Advisory Limited"
"1210","77820278284-77","Union Professionnelle des Industries Privées du Gaz"
"1211","684434822646-91","European Cyber Security Organisation"
"1212","981651218089-69","Centre for Fine Arts"
"1213","967380829604-36","CERCLE D'ECONOMIA"
"1214","955315115949-73","Trafigura Group Pte."
"1215","3183894853-03","Hill & Knowlton International Belgium"
"1216","923915716105-08","Information Technology and Innovation Foundation"
"1217","59004966537-01","European Community Shipowners' Associations"
"1218","758607624824-23","Académie des sciences"
"1219","27691087241-56","Joint Programming Initiative on Agriculture, Food Security and Climate Change"
"1220","420093131813-97","University of Cambridge"
"1221","356735030804-64","Eucor – The European Campus"
"1222","832797511955-47","European Council of Doctoral Candidates and Junior Researchers"
"1223","15366395387-57","Nestlé S.A."
"1224","381805014604-45","Telia Company AB"
"1225","944733432021-08","EIT Food ivzw"
"1226","50213201578-64","Hitachi Europe Ltd."
"1227","99937329074-65","Mars Incorporated"
"1228","75791956264-20","ShareAction Europe"
"1229","312274317374-38","Pappas & Associates"
"1230","983474516327-48","Austrian Airlines"
"1231","55888811123-49","Climate Action Network Europe"
"1232","577812220311-81","News Media Europe"
"1233","208351410839-33","Indra"
"1234","022735321330-86","Verein zur Förderung  der europäischen Sojaproduktion Donau Soja"
"1235","302947124602-54","Armateurs de France"
"1236","673674011803-02","RECHARGE aisbl"
"1237","892857311821-20","Compagnie de SAINT-GOBAIN"
"1238","485630615462-79","Conference of European Directors of Roads"
"1239","110117812027-92","Cassa Depositi e Prestiti s.p.a."
"1240","13571025706-27","Bertelsmann Stiftung"
"1241","73725676990-18","Confederation of British Industry"
"1242","358284014848-82","industriAll European Trade Union"
"1243","33130841043-14","European Federation of Food, Agriculture and Tourism Trade Unions"
"1244","81995781088-41","APCO Worldwide"
"1245","090471814671-25","Polish Wind Energy Association"
"1246","3334854676-12","European Association for the Education of Adults"
"1247","71635694112-37","FEANI"
"1248","01622884661-83","European Fish Processors & Traders Association"
"1249","91471238809-21","MFE - MEDIAFOREUROPE N.V"
"1250","3830179837-87","McDonald’s Global Franchising Limited"
"1251","348115818639-60","World Travel & Tourism Council"
"1252","625822526139-43","TotalEnergies Electricité et Gaz France"
"1253","9737622425-76","Bundesarbeitsgemeinschaft der Freien Wohlfahrtspflege e.V."
"1254","829752332169-25","Stratosphere Advisors LLC"
"1255","658822313443-95","Stichting Lezen & Schrijven"
"1256","83141557347-02","COBATY International"
"1257","237149421566-71","Culture Action Europe"
"1258","346785932105-12","VOLTALIS"
"1259","793300922868-60","ETIP Zero Emissions Platform"
"1260","38033128051-39","Alliance for European Logistics"
"1261","7387356890-48","Fiat Chrysler Automobiles"
"1262","423426615377-64","Confederación Española de Pesca"
"1263","823171519707-31","The German Marshall Fund of the United States - The Transatlantic Foundation"
"1264","194953315534-56","European Recycling Platform SASU"
"1265","424179021711-46","Confédération Européenne des Vignerons Indépendants"
"1266","539384521517-03","Insight Consulting SRL"
"1267","93296213494-75","European Federation of Origin Wines"
"1268","013432829763-33","BOLDT"
"1269","757979330792-87","BEYOND RATINGS"
"1270","633860224945-03","Agence de l'environnement et de la maîtrise de l'énergie"
"1271","75899541198-85","Federation of Associations for Hunting & Conservation of the EU"
"1272","521878025223-22","European Trade Union Institute"
"1273","57215462204-95","FEDERACIÓN NACIONAL DE COFRADÍAS DE PESCADORES"
"1274","382103519163-19","European Regions Research and Innovation Network"
"1275","141943922230-37","Hyperloop Technology, Inc."
"1276","021122227592-93","Icelandic Financial Services Association"
"1277","647256226892-23","Association of Industry, Agriculture and Services"
"1278","48918086666-95","European Association of Research and Technology Organisations"
"1279","975691716328-53","University of Ulm, Institute for Complex Quantum Systems"
"1280","627987212276-53","Rio Tinto"
"1281","588975328336-69","ERNIEAPP LTD"
"1282","255349024952-19","Philips Lighting BV"
"1283","01995086879-32","Confrontations Europe"
"1284","48677174683-66","European Renewable Energies Federation asbl"
"1285","891417815208-71","Prosus"
"1286","10439809375-73","Global Witness"
"1287","02021363105-42","Ericsson"
"1288","98356852465-08","International Association of Scientific, Technical and Medical Publishers"
"1289","189510925414-06","voestalpine AG"
"1290","548438318615-29","Covestro AG"
"1291","11160169347-78","Aurubis AG"
"1292","370187927205-06","Jastrzębska Spółka Węglowa S.A."
"1293","535556132909-16","Oxfam-Solidarité / Oxfam-Solidariteit"
"1294","353804021418-79","Gide Loyrette Nouel"
"1295","398541467-53","Federation of European Publishers"
"1296","867306231644-34","Ignitis grupė"
"1297","167955229695-90","La Parisienne Assurances"
"1298","290136415264-17","Swiss Re Ltd."
"1299","760084520382-92","European Tax Adviser Federation"
"1300","61973396926-78","EKD-Büro Brüssel / EKD-Office Brussels"
"1301","135950711071-58","International Bureau of Fiscal Documentation"
"1302","772806931407-44","The Addington Society"
"1303","741662931449-60","Festival della Diplomazia"
"1304","126143128754-79","AES Netherlands Holding B.V."
"1305","871315323409-01","The Mentor Group"
"1306","181050631227-20","InfraPartners Management"
"1307","537380918401-76","Proximus"
"1308","956800924432-97","Universities of Applied Sciences Network"
"1309","298720222306-72","Polska Press Sp. z o.o."
"1310","956456631352-41","Northern Ireland Rural Women's Network"
"1311","849718231364-50","Regen Waste Limited"
"1312","498215331952-71","Nuprint Technologies Ltd"
"1313","166955831480-32","North West Regional College"
"1314","225586631404-14","Londonderry Port & Harbour Commissioners"
"1315","531229131394-91","Letterkenny Chamber of Commerce"
"1316","974222523569-95","Institut Mérieux"
"1317","79239225070-38","Lantbrukarnas Riksförbund"
"1318","39966101835-69","ELECTRICITE DE FRANCE"
"1319","8765978796-80","European Savings and Retail Banking Group"
"1320","001247527634-93","UK Finance"
"1321","619816425761-15","Mizuho Financial Group, Inc."
"1322","540954229146-34","IPEMED"
"1323","55906747924-11","Deutscher Akademischer Austauschdienst"
"1324","55535346410-37","Deutsche Messe AG"
"1325","203926218805-93","KUKA AG"
"1326","073756422825-22","GS1"
"1327","081932727325-54","Panara a.s."
"1328","70659452143-78","EUROSIF A.I.S.B.L (EUROPEAN SUSTAINABLE INVESTMENT FORUM)"
"1329","119458831154-84","Foreign Economic Relations Board of Turkey"
"1330","62061235423-62","Mediterranean Energy Regulators"
"1331","633329929414-22","ARVALIS -Institut du végétal"
"1332","583664013504-15","Confédération Européenne de la Production de Maïs"
"1333","7719382720-34","Institute of Chartered Accountants in England and Wales"
"1334","840500521297-41","Regent's University London"
"1335","38392131923-05","KPN"
"1336","060243428664-85","Donors and Foundations Networks in Europe"
"1337","178415126769-41","ANFACO-CECOPESCA"
"1338","692532614129-74","TITAN CEMENT Co. SA"
"1339","827688315793-86","Heineken N.V."
"1340","58089691185-94","Solvay SA"
"1341","190987114891-73","Investor AB"
"1342","915209530522-56","Aifloo AB"
"1343","189607519323-76","European Tech Alliance"
"1344","365747616583-15","Spotify"
"1345","322813829181-80","Adevinta France"
"1346","479234015862-06","France Digitale"
"1347","565078326484-60","Numeum"
"1348","248681416766-22","Canon Europe Ltd."
"1349","290486916308-69","Comuto SA"
"1350","203912412999-51","FacilityLive OpCo"
"1351","654909925315-71","TUI AG"
"1352","961826727268-04","Farm Europe"
"1353","338398611148-62","RELX"
"1354","525811814282-80","Depository Trust & Clearing Corporation"
"1355","513347117795-30","Peterson Institute for International Economics"
"1356","823516326548-17","Deloitte Advisory, S.L."
"1357","4656646862-72","Land- en Tuinbouw Organisatie Nederland"
"1358","7223777790-86","G Plus Ltd (t/a Portland)"
"1359","348060711585-82","Agence Française de Développement"
"1360","217728426063-55","Smart Lighting Alliance France"
"1361","944389830179-40","Cooprogetti soc. coop."
"1362","30579503232-50","FederlegnoArredo - Federazione Italiana delle Industrie del Legno, del Sughero, del Mobile e dell'Arredamento"
"1363","052002725608-03","ACP/LDC Sugar Industries Group"
"1364","765630716859-41","everis Spain S.L.U. Succursale en Belgique"
"1365","296617715815-65","Entreprise & Diplomatie"
"1366","0285583802-96","Naturschutzbund Deutschland e.V."
"1367","829508629824-54","Asociación Española de Empresas Tecnológicas de Defensa, Seguridad, Aeronáutica y Espacio"
"1368","714082013977-02","PRESTOMEDIA S.L."
"1369","050542829650-16","Avalara Europe Limited"
"1370","430358814107-24","Europe Affaires Publiques"
"1371","87738563745-94","Central Europe Energy Partners"
"1372","373459327433-55","Zemědělský svaz ČR"
"1373","375186527639-84","Agrární komora České republiky"
"1374","686808520772-77","Slovenská poľnohospodárska a potravinárska komora"
"1375","3612325809-89","Symantec Corporation"
"1376","949483629610-96","Network Access Associates Ltd (OneWeb)"
"1377","827929825168-90","European Association of Development Agencies"
"1378","458208414509-94","IG Group Holdings PLC"
"1379","543556311400-69","Triodos Bank"
"1380","10132247681-61","Wildlife Conservation Society"
"1381","904473529568-43","Bio-based Industries Consortium"
"1382","5189667783-94","Zentralverband des Deutschen Handwerks e.V."
"1383","663184629521-81","European Inter-University Center for Human Rights and Democratisation"
"1384","093864127503-06","Venice International University"
"1385","049228115944-64","Overseas Development Institute"
"1386","354571029259-61","Konica Minolta Business Solution Europe GmbH"
"1387","457984316938-16","FINNAIR OYJ"
"1388","127822629415-23","Società Italiana Italiana degli Autori ed Editori"
"1389","429600710582-32","ČEZ, a.s."
"1390","3394026642-58","BP p.l.c."
"1391","174907913450-05","Commission Intersyndicale des Déshydrateurs Européens"
"1392","621929318922-12","Asociación para la Defensa de la Naturaleza"
"1393","997879216637-27","Dobri Mitrev"
"1394","273024925674-69","Bulgarian Industrial Capital Association"
"1395","791153119991-74","Studienvereinigung Kartellrecht e.V."
"1396","836745216685-46","HELLENIC UNION OF INDUSTRIAL CONSUMERS OF ENERGY"
"1397","20943263315-44","European Building Automation and Controls Association"
"1398","876602816224-14","Stiftung Mercator"
"1399","73566332602-11","FruitVegetablesEUROPE"
"1400","874981329178-97","Exponea"
"1401","57864135710-49","Naval Group"
"1402","759822324775-22","McKinsey & Company Inc."
"1403","04877777421-88","CONFCOMMERCIO - IMPRESE PER L'ITALIA"
"1404","67611102869-33","Association européenne du cautionnement"
"1405","524375510752-92","Kommissariat der deutschen Bischöfe - Katholisches Büro in Berlin -"
"1406","069449920691-52","AVIONS DE TRANSPORT REGIONAL"
"1407","13457582538-68","Energy UK"
"1408","896108728452-64","SABANCI UNIVERSITESI"
"1409","79585606808-03","IKV, Fondation pour le Développement Economique"
"1410","932781112187-50","ECTA"
"1411","188266812877-12","BEL"
"1412","660781520586-28","Stichting Center for Democracy and Reconciliation in Southeast Europe"
"1413","389368428783-24","Roubini Macro Associates LLC"
"1414","905001612275-82","Enagás S.A."
"1415","819965911378-79","Fur Europe"
"1416","758119111495-35","Danish Pelagic Producers Organisation"
"1417","347997326951-73","ista International GmbH"
"1418","29815741326-06","EUK Consulting"
"1419","185116228928-67","International Tax and Investment Center"
"1420","188918620990-58","Sant'Egidio BXL Europe"
"1421","450784410871-08","Eri-Platform"
"1422","695571618824-45","European Chamber of Commerce in Korea"
"1423","549643518427-11","Netherlands Institute of International Relations ‘Clingendael’"
"1424","841628928852-58","DCU Brexit Institute"
"1425","630607527258-37","Centre on European Relations (Scotland)"
"1426","342534715247-56","Finnish Institute of International Affairs"
"1427","33622026795-64","Bruegel"
"1428","909187919366-18","Real Instituto Elcano"
"1429","99005441548-23","The European Alliance of Companies for Energy Efficiency in Buildings"
"1430","237644028554-83","Startup Europe Latin America Assembly"
"1431","51135259400-72","Aviation Strategy & Concepts"
"1432","880304716184-26","Schweizerische Bankiervereinigung"
"1433","259182121223-88","SIX GROUP LTD"
"1434","545618415097-69","Europäische Stabilitäts-Initiative e.V."
"1435","644018728393-21","Vigeo Eiris"
"1436","76875858222-63","Fundación Internacional y para Iberoamérica de Administración y Políticas Públicas"
"1437","965867828509-96","Syndicat National des Fabricants de Sucre"
"1438","578467420707-73","European Centre for Electoral Support"
"1439","74126393166-46","Telenor"
"1440","851204528459-55","Alcoa Nederland Holding BV"
"1441","00723343929-96","Health & Environment Alliance"
"1442","27053044762-72","Chemicals, Health and Environment Monitoring Trust"
"1443","469885826784-03","aldes"
"1444","805519124034-79","ECTU - European Shippers' Council"
"1445","824053621298-40","SEOPAN, Asociación de Empresas Constructoras y Concesionarias de Infraestructuras"
"1446","291658228603-85","Guidehouse Netherlands B.V."
"1447","263312725149-84","Sveriges Akademikers Centralorganisation"
"1448","86242309652-84","Tjänstemännens centralorganisation"
"1449","479848318252-85","Association of Issuing Bodies"
"1450","00919034091-89","BT Group plc"
"1451","008059428442-34","EPTISA SERVICIOS DE INGENIERIA"
"1452","928308827208-10","Médecins Sans Frontières International"
"1453","339652421108-93","Boiron"
"1454","38294452695-12","Institut für Europäische Politik e.V."
"1455","07442991338-05","Confederation of Norwegian Enterprise"
"1456","93834493808-49","CEE Bankwatch Network"
"1457","423942616222-03","Fédération Européenne de Finances et Banques Ethiques et Alternatives"
"1458","442843428064-82","Guardian Media Group"
"1459","466494027792-47","Inclusive Strategies"
"1460","212432414885-94","Danfoss A/S"
"1461","675193427744-76","Nederlandse Waterschapsbank"
"1462","99255639490-47","Telekom Austria AG"
"1463","641257821114-68","GasINDUSTRIAL"
"1464","228638227562-27","FUNDACION RENOVABLES"
"1465","345814727685-26","X-Wind Powerplants GmbH"
"1466","982156919972-31","Gauly Advisors GmbH"
"1467","730379225729-59","The European Women Lawyers Association"
"1468","728841427669-24","NKM Nemzeti Közművek Zrt."
"1469","51241804712-75","Zentralverband deutscher Konsumgenossenschaften e.V."
"1470","79355099508-47","European Food Banks Federation"
"1471","47806848200-34","Zero Waste Europe"
"1472","010498721839-19","Q&T s.r.l."
"1473","015767123682-52","BorgWarner Inc."
"1474","278373226442-94","Northvolt"
"1475","730790227498-12","Institut Català de la Salut - Hospital Universitari Vall d'Hebron"
"1476","85945103744-47","FEDERCASA"
"1477","681306927105-61","Open Government Partnership Secretariat"
"1478","161157710612-65","Anheuser-Busch InBev nv/sa"
"1479","293754727482-15","Greek Association of Renewable Electricity Producers"
"1480","133236011647-58","European Academies' Science Advisory Council"
"1481","163185424728-46","Vereniging van Beleggers voor Duurzame Ontwikkeling"
"1482","808381722847-14","Comité National des Interprofessions des Vins à appellation d’origine et à indication géographique"
"1483","101158123493-27","Fira Barcelona"
"1484","86477889163-49","Saab AB"
"1485","10944091576-90","Bureau Brussels Consulting"
"1486","32591134448-30","European Producers Union of Renewable Ethanol"
"1487","837674320702-56","Corporación Andina de Fomento"
"1488","429690823502-77","JSC Atomenergoprom"
"1489","47003483702-10","European Citizen Action Service"
"1490","173042412678-08","Max-Planck-Gesellschaft zur Förderung der Wissenschaften"
"1491","686834821136-53","European Alliance for Personalised Medicine"
"1492","2694372574-63","Alliance for Lobbying Transparency and Ethics Regulation"
"1493","52646912360-95","Die Deutsche Kreditwirtschaft"
"1494","19227706301-14","Concawe"
"1495","651029816401-19","European Venture Philanthropy Association"
"1496","494020826571-87","Asociación Nacional de Empresas de Aguas de Bebida Envasadas"
"1497","10405322962-08","Wirtschaftskammer Österreich"
"1498","268338515460-22","Groupe Avril"
"1499","590598523223-68","IBM Research GmbH"
"1500","948333125186-06","Climate-KIC Holding BV"
"1501","458700813641-37","Irish Farmers' Association"
"1502","3305029916-47","Scania AB (publ)"
"1503","5437826103-53","The Investment Association"
"1504","177994617312-19","The Brookings Institution"
"1505","82936193787-44","Union des Entreprises Luxembourgeoises"
"1506","902799723370-43","Lëtzebuerger Chrëschtleche Gewerkschafts-Bond"
"1507","75311753240-67","Honeywell Europe NV"
"1508","353997326645-94","American Enterprise Institute"
"1509","344571726480-97","FONDAZIONE DYNAMO MOTORE DI FILANTROPIA"
"1510","372974726145-92","GIST Advisory Switzerland Sarl"
"1511","686820025753-56","Electric Vehicles Promotion Foundation"
"1512","01740426310-03","FONDATION ROBERT SCHUMAN"
"1513","983486126499-21","Benenson Strategy Group"
"1514","727640226367-07","Eesti Energia Aktsiaselts"
"1515","945508926132-15","BOSQUES SIN FRONTERAS"
"1516","566948015021-66","Associazione Peacelink"
"1517","06250094777-73","International Council on Clean Transportation"
"1518","692020425876-28","Forum Energii"
"1519","432868526225-65","Institut de formation des acteurs du monde agricole et rural"
"1520","013913125575-03","Amigos de los Grandes Navegantes y Exploradores Españoles"
"1521","963792718912-05","Animal Skincare Products Europe"
"1522","914155426111-26","Advanced Technology and Science Applications Centre"
"1523","00741337988-18","EWE Aktiengesellschaft"
"1524","87688971079-66","MBDA"
"1525","40524063921-20","Netherlands Organisation for Applied Scientific Research TNO"
"1526","564852425031-82","I.R.I.S. Solutions & Experts S.A."
"1527","113054111397-33","European Forum for Manufacturing"
"1528","953426816942-83","World Economic Forum"
"1529","171807625822-36","International Fund for Houbara Conservation"
"1530","412758026176-89","Global Energy Interconnection Development and Cooperation Organisation European Office"
"1531","266727516639-73","50Hertz Transmission GmbH"
"1532","621063526094-20","European Network of Political Foundations"
"1533","36546161539-21","European Union Of Wholesale with Eggs, Egg Products and Poultry and Game"
"1534","04077716126-17","European Industrial Gases Association AISBL"
"1535","724240721429-43","Erasmus Universitair Medisch Centrum Rotterdam"
"1536","366999416622-37","Iliad"
